ID,Name,Subname,Generation,Sprite,Icon Locations,Tier,Type 1,Type 2,Ability 1,Ability 2,Hidden Ability,Special Ability,Egg Group 1,Egg Group 2,HP,ATK,DEF,SPA,SPD,SPE,BST,Size,Weight,Gender Ratio,Color,Link
54,Psyduck,None,1,https://play.pokemonshowdown.com/sprites/gen5/psyduck.png,-240px -120px;,Illegal,WATER,None,Damp,Cloud Nine,Swift Swim,None,Water 1,Field,50,52,48,65,50,55,320,0.8 m,19.6 kg,50% male  50% female,Yellow,https://dex.pokemonshowdown.com/pokemon/psyduck
55,Golduck,None,1,https://play.pokemonshowdown.com/sprites/gen5/golduck.png,-280px -120px;,Illegal,WATER,None,Damp,Cloud Nine,Swift Swim,None,Water 1,Field,80,82,78,95,80,85,500,1.7 m,76.6 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/golduck
56,Mankey,None,1,https://play.pokemonshowdown.com/sprites/gen5/mankey.png,-320px -120px;,Illegal,FIGHTING,None,Vital Spirit,Anger Point,Defiant,None,Field,None,40,80,35,35,45,70,305,0.5 m,28 kg,50% male  50% female,Brown,https://dex.pokemonshowdown.com/pokemon/mankey
57,Primeape,None,1,https://play.pokemonshowdown.com/sprites/gen5/primeape.png,-360px -120px;,Illegal,FIGHTING,None,Vital Spirit,Anger Point,Defiant,None,Field,None,65,105,60,60,70,95,455,1 m,32 kg,50% male  50% female,Brown,https://dex.pokemonshowdown.com/pokemon/primeape
58,Growlithe,None,1,https://play.pokemonshowdown.com/sprites/gen5/growlithe.png,-400px -120px;,LC,FIRE,None,Intimidate,Flash Fire,Justified,None,Field,None,55,70,45,70,50,60,350,0.7 m,19 kg,75% male  25% female,Brown,https://dex.pokemonshowdown.com/pokemon/growlithe
59,Arcanine,None,1,https://play.pokemonshowdown.com/sprites/gen5/arcanine.png,-440px -120px;,UU,FIRE,None,Intimidate,Flash Fire,Justified,None,Field,None,90,110,80,100,80,95,555,1.9 m,155 kg,75% male  25% female,Brown,https://dex.pokemonshowdown.com/pokemon/arcanine
60,Poliwag,None,1,https://play.pokemonshowdown.com/sprites/gen5/poliwag.png,0px -150px;,Illegal,WATER,None,Water Absorb,Damp,Swift Swim,None,Water 1,None,40,50,40,40,40,90,300,0.6 m,12.4 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/poliwag
61,Poliwhirl,None,1,https://play.pokemonshowdown.com/sprites/gen5/poliwhirl.png,-40px -150px;,Illegal,WATER,None,Water Absorb,Damp,Swift Swim,None,Water 1,None,65,65,65,50,50,90,385,1 m,20 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/poliwhirl
62,Poliwrath,None,1,https://play.pokemonshowdown.com/sprites/gen5/poliwrath.png,-80px -150px;,Illegal,WATER,FIGHTING,Water Absorb,Damp,Swift Swim,None,Water 1,None,90,95,95,70,90,70,510,1.3 m,54 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/poliwrath
63,Abra,None,1,https://play.pokemonshowdown.com/sprites/gen5/abra.png,-120px -150px;,Illegal,PSYCHIC,None,Synchronize,Inner Focus,Magic Guard,None,Human-Like,None,25,20,15,105,55,90,310,0.9 m,19.5 kg,75% male  25% female,Brown,https://dex.pokemonshowdown.com/pokemon/abra
64,Kadabra,None,1,https://play.pokemonshowdown.com/sprites/gen5/kadabra.png,-160px -150px;,Illegal,PSYCHIC,None,Synchronize,Inner Focus,Magic Guard,None,Human-Like,None,40,35,30,120,70,105,400,1.3 m,56.5 kg,75% male  25% female,Brown,https://dex.pokemonshowdown.com/pokemon/kadabra
65,Alakazam,None,1,https://play.pokemonshowdown.com/sprites/gen5/alakazam.png,-200px -150px;,Illegal,PSYCHIC,None,Synchronize,Inner Focus,Magic Guard,None,Human-Like,None,55,50,45,135,95,120,500,1.5 m,48 kg,75% male  25% female,Brown,https://dex.pokemonshowdown.com/pokemon/alakazam
65,Alakazam,Mega,1,https://play.pokemonshowdown.com/sprites/gen5/alakazam-mega.png,-240px -2760px;,Illegal,PSYCHIC,None,Trace,None,None,None,Human-Like,None,55,50,65,175,105,150,600,1.2 m,48 kg,75% male  25% female,Brown,https://dex.pokemonshowdown.com/pokemon/alakazammega
66,Machop,None,1,https://play.pokemonshowdown.com/sprites/gen5/machop.png,-240px -150px;,LC,FIGHTING,None,Guts,No Guard,Steadfast,None,Human-Like,None,70,80,50,35,35,35,305,0.8 m,19.5 kg,75% male  25% female,Gray,https://dex.pokemonshowdown.com/pokemon/machop
67,Machoke,None,1,https://play.pokemonshowdown.com/sprites/gen5/machoke.png,-280px -150px;,NFE,FIGHTING,None,Guts,No Guard,Steadfast,None,Human-Like,None,80,100,70,50,60,45,405,1.5 m,70.5 kg,75% male  25% female,Gray,https://dex.pokemonshowdown.com/pokemon/machoke
68,Machamp,None,1,https://play.pokemonshowdown.com/sprites/gen5/machamp.png,-320px -150px;,UU,FIGHTING,None,Guts,No Guard,Steadfast,None,Human-Like,None,90,130,80,65,85,55,505,1.6 m,130 kg,75% male  25% female,Gray,https://dex.pokemonshowdown.com/pokemon/machamp
68,Machamp,Gmax,1,https://play.pokemonshowdown.com/sprites/gen5/machamp-gmax.png,-240px -2880px;,(Uber),FIGHTING,None,Guts,No Guard,Steadfast,None,Human-Like,None,90,130,80,65,85,55,505,25 m,0 kg,75% male  25% female,Gray,https://dex.pokemonshowdown.com/pokemon/machampgmax
69,Bellsprout,None,1,https://play.pokemonshowdown.com/sprites/gen5/bellsprout.png,-360px -150px;,Illegal,GRASS,POISON,Chlorophyll,None,Gluttony,None,Grass,None,50,75,35,70,30,40,300,0.7 m,4 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/bellsprout
70,Weepinbell,None,1,https://play.pokemonshowdown.com/sprites/gen5/weepinbell.png,-400px -150px;,Illegal,GRASS,POISON,Chlorophyll,None,Gluttony,None,Grass,None,65,90,50,85,45,55,390,1 m,6.4 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/weepinbell
71,Victreebel,None,1,https://play.pokemonshowdown.com/sprites/gen5/victreebel.png,-440px -150px;,Illegal,GRASS,POISON,Chlorophyll,None,Gluttony,None,Grass,None,80,105,65,100,70,70,490,1.7 m,15.5 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/victreebel
72,Tentacool,None,1,https://play.pokemonshowdown.com/sprites/gen5/tentacool.png,0px -180px;,Illegal,WATER,POISON,Clear Body,Liquid Ooze,Rain Dish,None,Water 3,None,40,40,35,50,100,70,335,0.9 m,45.5 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/tentacool
73,Tentacruel,None,1,https://play.pokemonshowdown.com/sprites/gen5/tentacruel.png,-40px -180px;,Illegal,WATER,POISON,Clear Body,Liquid Ooze,Rain Dish,None,Water 3,None,80,70,65,80,120,100,515,1.6 m,55 kg,50% male  50% female,Blue,https://dex.pokemonshowdown.com/pokemon/tentacruel
74,Geodude,None,1,https://play.pokemonshowdown.com/sprites/gen5/geodude.png,-80px -180px;,Illegal,ROCK,GROUND,Rock Head,Sturdy,Sand Veil,None,Mineral,None,40,80,100,30,30,20,300,0.4 m,20 kg,50% male  50% female,Brown,https://dex.pokemonshowdown.com/pokemon/geodude
74,Geodude,Alola,1,https://play.pokemonshowdown.com/sprites/gen5/geodude-alola.png,-400px -2550px;,Illegal,ROCK,ELECTRIC,Magnet Pull,Sturdy,Galvanize,None,Mineral,None,40,80,100,30,30,20,300,0.4 m,20.3 kg,50% male  50% female,Gray,https://dex.pokemonshowdown.com/pokemon/geodudealola
75,Graveler,None,1,https://play.pokemonshowdown.com/sprites/gen5/graveler.png,-120px -180px;,Illegal,ROCK,GROUND,Rock Head,Sturdy,Sand Veil,None,Mineral,None,55,95,115,45,45,35,390,1 m,105 kg,50% male  50% female,Brown,https://dex.pokemonshowdown.com/pokemon/graveler
75,Graveler,Alola,1,https://play.pokemonshowdown.com/sprites/gen5/graveler-alola.png,-440px -2550px;,Illegal,ROCK,ELECTRIC,Magnet Pull,Sturdy,Galvanize,None,Mineral,None,55,95,115,45,45,35,390,1 m,110 kg,50% male  50% female,Gray,https://dex.pokemonshowdown.com/pokemon/graveleralola
76,Golem,None,1,https://play.pokemonshowdown.com/sprites/gen5/golem.png,-160px -180px;,Illegal,ROCK,GROUND,Rock Head,Sturdy,Sand Veil,None,Mineral,None,80,120,130,55,65,45,495,1.4 m,300 kg,50% male  50% female,Brown,https://dex.pokemonshowdown.com/pokemon/golem
76,Golem,Alola,1,https://play.pokemonshowdown.com/sprites/gen5/golem-alola.png,0px -2580px;,Illegal,ROCK,ELECTRIC,Magnet Pull,Sturdy,Galvanize,None,Mineral,None,80,120,130,55,65,45,495,1.7 m,316 kg,50% male  50% female,Gray,https://dex.pokemonshowdown.com/pokemon/golemalola
77,Ponyta,None,1,https://play.pokemonshowdown.com/sprites/gen5/ponyta.png,-200px -180px;,LC,FIRE,None,Run Away,Flash Fire,Flame Body,None,Field,None,50,85,55,65,65,90,410,1 m,30 kg,50% male  50% female,Yellow,https://dex.pokemonshowdown.com/pokemon/ponyta
77,Ponyta,Galar,1,https://play.pokemonshowdown.com/sprites/gen5/ponyta-galar.png,-440px -2640px;,LC,PSYCHIC,None,Run Away,Pastel Veil,Anticipation,None,Field,None,50,85,55,65,65,90,410,0.8 m,24 kg,50% male  50% female,White,https://dex.pokemonshowdown.com/pokemon/ponytagalar
78,Rapidash,None,1,https://play.pokemonshowdown.com/sprites/gen5/rapidash.png,-240px -180px;,RU,FIRE,None,Run Away,Flash Fire,Flame Body,None,Field,None,65,100,70,80,80,105,500,1.7 m,95 kg,50% male  50% female,Yellow,https://dex.pokemonshowdown.com/pokemon/rapidash
78,Rapidash,Galar,1,https://play.pokemonshowdown.com/sprites/gen5/rapidash-galar.png,0px -2670px;,NU,PSYCHIC,FAIRY,Run Away,Pastel Veil,Anticipation,None,Field,None,65,100,70,80,80,105,500,1.7 m,80 kg,50% male  50% female,White,https://dex.pokemonshowdown.com/pokemon/rapidashgalar
79,Slowpoke,None,1,https://play.pokemonshowdown.com/sprites/gen5/slowpoke.png,-280px -180px;,Unreleased,WATER,PSYCHIC,Oblivious,Own Tempo,Regenerator,None,Monster,Water 1,90,65,65,40,40,15,315,1.2 m,36 kg,50% male  50% female,Pink,https://dex.pokemonshowdown.com/pokemon/slowpoke
79,Slowpoke,Galar,1,https://play.pokemonshowdown.com/sprites/gen5/slowpoke-galar.png,-160px -2730px;,NU,PSYCHIC,None,Gluttony,Own Tempo,Regenerator,None,Monster,Water 1,90,65,65,40,40,15,315,1.2 m,36 kg,50% male  50% female,Pink,https://dex.pokemonshowdown.com/pokemon/slowpokegalar
80,Slowbro,None,1,https://play.pokemonshowdown.com/sprites/gen5/slowbro.png,-320px -180px;,Illegal,WATER,PSYCHIC,Oblivious,Own Tempo,Regenerator,None,Monster,Water 1,95,75,110,100,80,30,490,1.6 m,78.5 kg,50% male  50% female,Pink,https://dex.pokemonshowdown.com/pokemon/slowbro
80,Slowbro,Mega,1,https://play.pokemonshowdown.com/sprites/gen5/slowbro-mega.png,-280px -2760px;,Illegal,WATER,PSYCHIC,Shell Armor,None,None,None,Monster,Water 1,95,75,180,130,80,30,590,2 m,120 kg,50% male  50% female,Pink,https://dex.pokemonshowdown.com/pokemon/slowbromega
81,Magnemite,None,1,https://play.pokemonshowdown.com/sprites/gen5/magnemite.png,-360px -180px;,Illegal,ELECTRIC,STEEL,Magnet Pull,Sturdy,Analytic,None,Mineral,None,25,35,70,95,55,45,325,0.3 m,6 kg,100% genderless,Gray,https://dex.pokemonshowdown.com/pokemon/magnemite
82,Magneton,None,1,https://play.pokemonshowdown.com/sprites/gen5/magneton.png,-400px -180px;,Illegal,ELECTRIC,STEEL,Magnet Pull,Sturdy,Analytic,None,Mineral,None,50,60,95,120,70,70,465,1 m,60 kg,100% genderless,Gray,https://dex.pokemonshowdown.com/pokemon/magneton
83,Farfetch'd,None,1,https://play.pokemonshowdown.com/sprites/gen5/farfetchd.png,-440px -180px;,RU,NORMAL,FLYING,Keen Eye,Inner Focus,Defiant,None,Flying,Field,52,90,55,58,62,60,377,0.8 m,15 kg,50% male  50% female,Brown,https://dex.pokemonshowdown.com/pokemon/farfetchd
83,Farfetch'd,Galar,1,https://play.pokemonshowdown.com/sprites/gen5/farfetchd-galar.png,-40px -2670px;,LC,FIGHTING,None,Steadfast,None,Scrappy,None,Flying,Field,52,95,55,58,62,55,377,0.8 m,15 kg,50% male  50% female,Brown,https://dex.pokemonshowdown.com/pokemon/farfetchdgalar
84,Doduo,None,1,https://play.pokemonshowdown.com/sprites/gen5/doduo.png,0px -210px;,Illegal,NORMAL,FLYING,Run Away,Early Bird,Tangled Feet,None,Flying,None,35,85,45,35,35,75,310,1.4 m,39.2 kg,50% male  50% female,Brown,https://dex.pokemonshowdown.com/pokemon/doduo
85,Dodrio,None,1,https://play.pokemonshowdown.com/sprites/gen5/dodrio.png,-40px -210px;,Illegal,NORMAL,FLYING,Run Away,Early Bird,Tangled Feet,None,Flying,None,60,110,70,60,60,110,470,1.8 m,85.2 kg,50% male  50% female,Brown,https://dex.pokemonshowdown.com/pokemon/dodrio
86,Seel,None,1,https://play.pokemonshowdown.com/sprites/gen5/seel.png,-80px -210px;,Illegal,WATER,None,Thick Fat,Hydration,Ice Body,None,Water 1,Field,65,45,55,45,70,45,325,1.1 m,90 kg,50% male  50% female,White,https://dex.pokemonshowdown.com/pokemon/seel
87,Dewgong,None,1,https://play.pokemonshowdown.com/sprites/gen5/dewgong.png,-120px -210px;,Illegal,WATER,ICE,Thick Fat,Hydration,Ice Body,None,Water 1,Field,90,70,80,70,95,70,475,1.7 m,120 kg,50% male  50% female,White,https://dex.pokemonshowdown.com/pokemon/dewgong
88,Grimer,None,1,https://play.pokemonshowdown.com/sprites/gen5/grimer.png,-160px -210px;,Illegal,POISON,None,Stench,Sticky Hold,Poison Touch,None,Amorphous,None,80,80,50,40,50,25,325,0.9 m,30 kg,50% male  50% female,Purple,https://dex.pokemonshowdown.com/pokemon/grimer
88,Grimer,Alola,1,https://play.pokemonshowdown.com/sprites/gen5/grimer-alola.png,-40px -2580px;,Illegal,POISON,DARK,Poison Touch,Gluttony,Power of Alchemy,None,Amorphous,None,80,80,50,40,50,25,325,0.7 m,42 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/grimeralola
89,Muk,None,1,https://play.pokemonshowdown.com/sprites/gen5/muk.png,-200px -210px;,Illegal,POISON,None,Stench,Sticky Hold,Poison Touch,None,Amorphous,None,105,105,75,65,100,50,500,1.2 m,30 kg,50% male  50% female,Purple,https://dex.pokemonshowdown.com/pokemon/muk
89,Muk,Alola,1,https://play.pokemonshowdown.com/sprites/gen5/muk-alola.png,-80px -2580px;,Illegal,POISON,DARK,Poison Touch,Gluttony,Power of Alchemy,None,Amorphous,None,105,105,75,65,100,50,500,1 m,52 kg,50% male  50% female,Green,https://dex.pokemonshowdown.com/pokemon/mukalola
90,Shellder,None,1,https://play.pokemonshowdown.com/sprites/gen5/shellder.png,-240px -210px;,LC,WATER,None,Shell Armor,Skill Link,Overcoat,None,Water 3,None,30,65,100,45,25,40,305,0.3 m,4 kg,50% male  50% female,Purple,https://dex.pokemonshowdown.com/pokemon/shellder
91,Cloyster,None,1,https://play.pokemonshowdown.com/sprites/gen5/cloyster.png,-280px -210px;,OU,WATER,ICE,Shell Armor,Skill Link,Overcoat,None,Water 3,None,50,95,180,85,45,70,525,1.5 m,132.5 kg,50% male  50% female,Purple,https://dex.pokemonshowdown.com/pokemon/cloyster
92,Gastly,None,1,https://play.pokemonshowdown.com/sprites/gen5/gastly.png,-320px -210px;,LC Uber,GHOST,POISON,Levitate,None,None,None,Amorphous,None,30,35,30,100,35,80,310,1.3 m,0.1 kg,50% male  50% female,Purple,https://dex.pokemonshowdown.com/pokemon/gastly
93,Haunter,None,1,https://play.pokemonshowdown.com/sprites/gen5/haunter.png,-360px -210px;,NUBL,GHOST,POISON,Levitate,None,None,None,Amorphous,None,45,50,45,115,55,95,405,1.6 m,0.1 kg,50% male  50% female,Purple,https://dex.pokemonshowdown.com/pokemon/haunter
94,Gengar,None,1,https://play.pokemonshowdown.com/sprites/gen5/gengar.png,-400px -210px;,OU,GHOST,POISON,Cursed Body,None,None,None,Amorphous,None,60,65,60,130,75,110,500,1.5 m,40.5 kg,50% male  50% female,Purple,https://dex.pokemonshowdown.com/pokemon/gengar
94,Gengar,Mega,1,https://play.pokemonshowdown.com/sprites/gen5/gengar-mega.png,-320px -2760px;,Illegal,GHOST,POISON,Shadow Tag,None,None,None,Amorphous,None,60,65,80,170,95,130,600,1.4 m,40.5 kg,50% male  50% female,Purple,https://dex.pokemonshowdown.com/pokemon/gengarmega
94,Gengar,Gmax,1,https://play.pokemonshowdown.com/sprites/gen5/gengar-gmax.png,-280px -2880px;,(Uber),GHOST,POISON,Cursed Body,None,None,None,Amorphous,None,60,65,60,130,75,110,500,20 m,0 kg,50% male  50% female,Purple,https://dex.pokemonshowdown.com/pokemon/gengargmax
95,Onix,None,1,https://play.pokemonshowdown.com/sprites/gen5/onix.png,-440px -210px;,LC,ROCK,GROUND,Rock Head,Sturdy,Weak Armor,None,Mineral,None,35,45,160,30,45,70,385,8.8 m,210 kg,50% male  50% female,Gray,https://dex.pokemonshowdown.com/pokemon/onix
96,Drowzee,None,1,https://play.pokemonshowdown.com/sprites/gen5/drowzee.png,0px -240px;,Illegal,PSYCHIC,None,Insomnia,Forewarn,Inner Focus,None,Human-Like,None,60,48,45,43,90,42,328,1 m,32.4 kg,50% male  50% female,Yellow,https://dex.pokemonshowdown.com/pokemon/drowzee
97,Hypno,None,1,https://play.pokemonshowdown.com/sprites/gen5/hypno.png,-40px -240px;,Illegal,PSYCHIC,None,Insomnia,Forewarn,Inner Focus,None,Human-Like,None,85,73,70,73,115,67,483,1.6 m,75.6 kg,50% male  50% female,Yellow,https://dex.pokemonshowdown.com/pokemon/hypno
98,Krabby,None,1,https://play.pokemonshowdown.com/sprites/gen5/krabby.png,-80px -240px;,LC,WATER,None,Hyper Cutter,Shell Armor,Sheer Force,None,Water 3,None,30,105,90,25,25,50,325,0.4 m,6.5 kg,50% male  50% female,Red,https://dex.pokemonshowdown.com/pokemon/krabby
99,Kingler,None,1,https://play.pokemonshowdown.com/sprites/gen5/kingler.png,-120px -240px;,NUBL,WATER,None,Hyper Cutter,Shell Armor,Sheer Force,None,Water 3,None,55,130,115,50,50,75,475,1.3 m,60 kg,50% male  50% female,Red,https://dex.pokemonshowdown.com/pokemon/kingler
99,Kingler,Gmax,1,https://play.pokemonshowdown.com/sprites/gen5/kingler-gmax.png,-320px -2880px;,(Uber),WATER,None,Hyper Cutter,Shell Armor,Sheer Force,None,Water 3,None,55,130,115,50,50,75,475,19 m,0 kg,50% male  50% female,Red,https://dex.pokemonshowdown.com/pokemon/kinglergmax
100,Voltorb,None,1,https://play.pokemonshowdown.com/sprites/gen5/voltorb.png,-160px -240px;,Illegal,ELECTRIC,None,Soundproof,Static,Aftermath,None,Mineral,None,40,30,50,55,55,100,330,0.5 m,10.4 kg,100% genderless,Red,https://dex.pokemonshowdown.com/pokemon/voltorb
101,Electrode,None,1,https://play.pokemonshowdown.com/sprites/gen5/electrode.png,-200px -240px;,Illegal,ELECTRIC,None,Soundproof,Static,Aftermath,None,Mineral,None,60,50,70,80,80,150,490,1.2 m,66.6 kg,100% genderless,Red,https://dex.pokemonshowdown.com/pokemon/electrode
102,Exeggcute,None,1,https://play.pokemonshowdown.com/sprites/gen5/exeggcute.png,-240px -240px;,Illegal,GRASS,PSYCHIC,Chlorophyll,None,Harvest,None,Grass,None,60,40,80,60,45,40,325,0.4 m,2.5 kg,50% male  50% female,Pink,https://dex.pokemonshowdown.com/pokemon/exeggcute
103,Exeggutor,None,1,https://play.pokemonshowdown.com/sprites/gen5/exeggutor.png,-280px -240px;,Illegal,GRASS,PSYCHIC,Chlorophyll,None,Harvest,None,Grass,None,95,95,85,125,75,55,530,2 m,120 kg,50% male  50% female,Yellow,https://dex.pokemonshowdown.com/pokemon/exeggutor
103,Exeggutor,Alola,1,https://play.pokemonshowdown.com/sprites/gen5/exeggutor-alola.png,-120px -2580px;,Illegal,GRASS,DRAGON,Frisk,None,Harvest,None,Grass,None,95,105,85,125,75,45,530,10.9 m,415.6 kg,50% male  50% female,Yellow,https://dex.pokemonshowdown.com/pokemon/exeggutoralola
104,Cubone,None,1,https://play.pokemonshowdown.com/sprites/gen5/cubone.png,-320px -240px;,Illegal,GROUND,None,Rock Head,Lightning Rod,Battle Armor,None,Monster,None,50,50,95,40,50,35,320,0.4 m,6.5 kg,50% male  50% female,Brown,https://dex.pokemonshowdown.com/pokemon/cubone
105,Marowak,None,1,https://play.pokemonshowdown.com/sprites/gen5/marowak.png,-360px -240px;,Illegal,GROUND,None,Rock Head,Lightning Rod,Battle Armor,None,Monster,None,60,80,110,50,80,45,425,1 m,45 kg,50% male  50% female,Brown,https://dex.pokemonshowdown.com/pokemon/marowak
105,Marowak,Alola,1,https://play.pokemonshowdown.com/sprites/gen5/marowak-alola.png,-160px -2580px;,Illegal,FIRE,GHOST,Cursed Body,Lightning Rod,Rock Head,None,Monster,None,60,80,110,50,80,45,425,1 m,34 kg,50% male  50% female,Purple,https://dex.pokemonshowdown.com/pokemon/marowakalola
105,Marowak,Alola-Totem,1,https://play.pokemonshowdown.com/sprites/gen5/marowak-alola.png,-160px -2580px;,Illegal,FIRE,GHOST,Rock Head,None,None,None,Monster,None,60,80,110,50,80,45,425,1.7 m,98 kg,50% male  50% female,Purple,https://dex.pokemonshowdown.com/pokemon/marowakalolatotem
106,Hitmonlee,None,1,https://play.pokemonshowdown.com/sprites/gen5/hitmonlee.png,-400px -240px;,RU,FIGHTING,None,Limber,Reckless,Unburden,None,Human-Like,None,50,120,53,35,110,87,455,1.5 m,49.8 kg,100% male,Brown,https://dex.pokemonshowdown.com/pokemon/hitmonlee
107,Hitmonchan,None,1,https://play.pokemonshowdown.com/sprites/gen5/hitmonchan.png,-440px -240px;,NU,FIGHTING,None,Keen Eye,Iron Fist,Inner Focus,None,Human-Like,None,50,105,79,35,110,76,455,1.4 m,50.2 kg,100% male,Brown,https://dex.pokemonshowdown.com/pokemon/hitmonchan
108,Lickitung,None,1,https://play.pokemonshowdown.com/sprites/gen5/lickitung.png,0px -270px;,Illegal,NORMAL,None,Own Tempo,Oblivious,Cloud Nine,None,Monster,None,90,55,75,60,75,30,385,1.2 m,65.5 kg,50% male  50% female,Pink,https://dex.pokemonshowdown.com/pokemon/lickitung
109,Koffing,None,1,https://play.pokemonshowdown.com/sprites/gen5/koffing.png,-40px -270px;,LC,POISON,None,Levitate,Neutralizing Gas,Stench,None,Amorphous,None,40,65,95,60,45,35,340,0.6 m,1 kg,50% male  50% female,Purple,https://dex.pokemonshowdown.com/pokemon/koffing
110,Weezing,None,1,https://play.pokemonshowdown.com/sprites/gen5/weezing.png,-80px -270px;,RU,POISON,None,Levitate,Neutralizing Gas,Stench,None,Amorphous,None,65,90,120,85,70,60,490,1.2 m,9.5 kg,50% male  50% female,Purple,https://dex.pokemonshowdown.com/pokemon/weezing
110,Weezing,Galar,1,https://play.pokemonshowdown.com/sprites/gen5/weezing-galar.png,-80px -2670px;,UU,POISON,FAIRY,Levitate,Neutralizing Gas,Misty Surge,None,Amorphous,None,65,90,120,85,70,60,490,3 m,16 kg,50% male  50% female,Gray,https://dex.pokemonshowdown.com/pokemon/weezinggalar
111,Rhyhorn,None,1,https://play.pokemonshowdown.com/sprites/gen5/rhyhorn.png,-120px -270px;,LC,GROUND,ROCK,Lightning Rod,Rock Head,Reckless,None,Monster,Field,80,85,95,30,30,25,345,1 m,115 kg,50% male  50% female,Gray,https://dex.pokemonshowdown.com/pokemon/rhyhorn
112,Rhydon,None,1,https://play.pokemonshowdown.com/sprites/gen5/rhydon.png,-160px -270px;,RU,GROUND,ROCK,Lightning Rod,Rock Head,Reckless,None,Monster,Field,105,130,120,45,45,40,485,1.9 m,120 kg,50% male  50% female,Gray,https://dex.pokemonshowdown.com/pokemon/rhydon
